iso_code,country,year,coal_prod_change_pct,coal_prod_change_twh,gas_prod_change_pct,gas_prod_change_twh,oil_prod_change_pct,oil_prod_change_twh,energy_cons_change_pct,energy_cons_change_twh,biofuel_share_elec,biofuel_elec_per_capita,biofuel_cons_change_pct,biofuel_share_energy,biofuel_cons_change_twh,biofuel_consumption,biofuel_cons_per_capita,carbon_intensity_elec,coal_share_elec,coal_cons_change_pct,coal_share_energy,coal_cons_change_twh,coal_consumption,coal_elec_per_capita,coal_cons_per_capita,coal_production,coal_prod_per_capita,electricity_demand,biofuel_electricity,coal_electricity,fossil_electricity,gas_electricity,hydro_electricity,nuclear_electricity,oil_electricity,other_renewable_exc_biofuel_electricity,other_renewable_electricity,renewables_electricity,solar_electricity,wind_electricity,electricity_generation,energy_per_gdp,energy_per_capita,fossil_cons_change_pct,fossil_share_energy,fossil_cons_change_twh,fossil_fuel_consumption,fossil_energy_per_capita,fossil_cons_per_capita,fossil_share_elec,gdp,gas_share_elec,gas_cons_change_pct,gas_share_energy,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_energy_per_capita,gas_production,gas_prod_per_capita,hydro_share_elec,hydro_cons_change_pct,hydro_share_energy,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_energy_per_capita,low_carbon_share_elec,low_carbon_electricity,low_carbon_elec_per_capita,low_carbon_cons_change_pct,low_carbon_share_energy,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_energy_per_capita,net_elec_imports_share_demand,net_elec_imports,nuclear_share_elec,nuclear_cons_change_pct,nuclear_share_energy,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_energy_per_capita,oil_share_elec,oil_cons_change_pct,oil_share_energy,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_energy_per_capita,oil_production,oil_prod_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_elec_per_capita,other_renewables_cons_change_pct,other_renewables_share_energy,other_renewables_cons_change_twh,other_renewable_consumption,other_renewables_share_elec_exc_biofuel,other_renewables_share_elec,other_renewables_energy_per_capita,per_capita_electricity,population,primary_energy_consumption,renewables_elec_per_capita,renewables_share_elec,renewables_cons_change_pct,renewables_share_energy,renewables_cons_change_twh,renewables_consumption,renewables_energy_per_capita,solar_share_elec,solar_cons_change_pct,solar_share_energy,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_energy_per_capita,wind_share_elec,wind_cons_change_pct,wind_share_energy,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_energy_per_capita
OWID_EUR,Europe,2018,0.366,7.371,-4.286,-112.594,-1.023,-19.633,0.114,26.794,,,8.4,0.851,15.518,200.253,267.858,,20.967,-2.447,15.227,-89.917,3584.162,1140.216,4794.172,2022.199,2704.889,,,852.436,1642.206,732.896,646.667,936.058,56.874,,218.157,1406.59,138.548,403.218,4065.533,,31484.09,-1.188,74.413,-210.638,17515.17,23428.259,2196.611,40.393,,18.027,-1.875,23.296,-104.783,5483.246,980.321,7334.385,2514.219,3363.014,15.906,10.023,6.828,146.414,1607.214,864.98,2149.806,57.622,2342.648,3133.521,4.104,25.587,237.432,6022.628,8055.856,,,23.024,-0.592,9.884,-13.855,2326.462,1252.07,3111.872,1.399,-0.188,35.89,-15.937,8447.749,76.074,11299.702,1899.605,2540.908,,291.806,2.662,2.304,14.059,542.203,,5.366,725.25,5438.049,747608696,23537.779,1881.452,34.598,7.295,15.703,251.287,3696.166,4943.984,3.408,10.844,1.463,33.688,344.345,185.322,460.596,9.918,4.332,4.258,41.608,1002.15,539.343,1340.474
OWID_EU27,European Union (27),2018,,,,,,,-0.03,-5.068,5.331,349.802,7.412,1.029,12.188,176.638,397.353,,20.419,-4.307,14.62,-112.926,,1339.944,5644.488,,,2925.997,155.5,595.655,1212.57,490.591,344.383,761.938,126.325,7.16,162.66,942.608,114.998,320.568,2917.117,,38608.577,-1.311,74.282,-169.296,12748.915,28679.096,2727.716,41.567,,16.818,-1.848,22.028,-71.174,,1103.6,8504.523,,,11.806,17.013,4.965,123.895,852.12,774.7,1916.872,58.433,1704.546,3834.432,3.864,25.718,164.228,4414.034,9929.511,0.304,8.881,26.12,-0.258,11.037,-4.908,1894.314,1714.004,4261.321,4.33,0.23,37.634,14.804,,284.171,14530.086,,,16.106,365.908,0.066,2.383,0.269,409.033,0.245,5.576,920.132,6562.148,444536829,17162.934,2120.428,32.313,7.196,14.681,169.137,2519.719,5668.191,3.942,6.314,1.663,16.948,285.366,258.692,641.94,10.989,2.029,4.641,15.838,796.563,721.128,1791.893
FRO,Faeroe Islands,2018,,,,,,,2.704,0.103,0,0,,,,,,,0,,,,,0,,,,0.34,0,0,0.169,0,0.107,0,0.169,0,0,0.171,0,0.064,0.34,,80949.938,,,,,,3484.752,49.735,,0,,,,,0,,,,31.489,,,,,2206.322,,50.265,0.171,3521.867,,,,,,0,0,0,,,,,0,,49.735,,,,,3484.752,,,,0,0,,,,,0,0,,7006.619,48497,3.926,3521.867,50.265,,,,,,0,,,,,0,,18.776,,,,,1315.545,
FLK,Falkland Islands,2018,,,,,,,3.573,0.007,0,0,,,,,,,0,,,,,0,,,,0.02,0,0,0.013,0,0,0,0.013,0,0,0.007,0,0.007,0.02,,64061.749,,,,,,4017.305,65.99,,0,,,,,0,,,,0,,,,,0,,34.01,0.007,2070.457,,,,,,0,0,0,,,,,0,,65.99,,,,,4017.305,,,,0,0,,,,,0,0,,6087.763,3236,0.207,2070.457,34.01,,,,,,0,,,,,0,,34.01,,,,,2070.457,
FJI,Fiji,2018,,,,,,,5.363,0.433,5.581,67.712,,,,,,,0,,,,,0,,,,1.072,0.06,0,0.436,0,0.561,0,0.436,0,0.06,0.636,0.012,0.003,1.072,,9618.057,,,,,,493.497,40.675,,0,,,,,0,,,,52.336,,,,,634.982,,59.325,0.636,719.777,,,,,,0,0,0,,,,,0,,40.675,,,,,493.497,,,,0,67.712,,,,,0,5.581,,1213.275,883490,8.497,719.777,59.325,,,,,,1.165,,,,,14.141,,0.243,,,,,2.943,
FIN,Finland,2018,,,,,,,2.015,6.345,18.448,2337.673,-4.82,1.196,-0.195,3.842,695.63,107,8.274,4.793,15.213,2.236,48.881,1048.422,8851.186,,,89.92,12.91,5.79,15.05,4.2,13.3,22.79,5.06,0,12.91,32.14,0.09,5.84,69.98,1.498,58181.04,2.872,56.171,5.038,180.483,32680.857,2725.173,21.506,2.14536E+11,6.002,14.672,6.54,2.689,21.013,760.513,3804.884,,,19.005,-10.608,10.264,-3.914,32.98,2408.292,5971.89,78.494,54.93,9946.429,0.937,43.829,1.307,140.827,25500.23,22.175,19.94,32.566,0.83,17.816,0.471,57.245,4126.691,10365.597,7.231,0.103,34.418,0.114,110.588,916.238,20024.787,,,0,2337.673,7.745,9.921,2.291,31.876,0,18.448,5771.877,12671.602,5522585,321.31,5819.738,45.927,1.01,26.013,0.836,83.582,15134.633,0.129,82.599,0.07,0.102,0.226,16.297,40.913,8.345,21.061,4.562,2.55,14.659,1057.476,2654.325
FRA,France,2018,,,,,,,1.722,46.462,1.455,128.942,-1.137,1.196,-0.378,32.826,505.088,58,1.443,-10.521,3.47,-11.2,95.259,127.865,1465.746,,,512.83,8.38,8.31,49.27,30.61,65.11,412.94,10.35,0.61,8.99,113.59,10.89,28.6,575.8,1.063,42238.608,-2.302,51.149,-33.081,1404.104,21604.754,758.111,8.557,2.58167E+12,5.316,-4.305,15.605,-19.273,428.384,470.992,6591.488,,,11.308,29.772,5.787,36.444,158.855,1001.839,2444.281,91.443,526.53,8101.644,6.306,48.851,79.543,1341.007,20633.889,-12.279,-62.97,71.716,3.054,37.387,30.42,1026.318,6353.851,15791.816,1.797,-0.295,32.074,-2.607,880.46,159.254,13547.52,,,9.386,138.328,1.496,0.955,0.386,26.221,0.106,1.561,403.459,8859.755,64990512,2745.109,1747.794,19.727,18.498,11.464,49.124,314.689,4842.073,1.891,13.711,0.943,3.12,25.877,167.563,398.161,4.967,15.565,2.583,9.551,70.91,440.064,1091.084
GUF,French Guiana,2018,,,,,,,-1.732,-0.09,0.95,36.941,,,,,,,0,,,,,0,,,,1.1,0.01,0,0.5,0.348,0.538,0,0.152,0,0.01,0.6,0.051,0,1.1,,18025.743,,,,,,1767.184,45.469,,31.69,,,,,1231.674,,,,48.925,,,,,1901.49,,54.531,0.6,2119.387,,,,,,0,0,0,,,,,0,,13.778,,,,,535.51,,,,0,36.941,,,,,0,0.95,,3886.572,282936,5.1,2119.387,54.531,,,,,,4.656,,,,,180.956,,0,,,,,0,
PYF,French Polynesia,2018,,,,,,,1.89,0.087,0,0,,,,,,,0,,,,,0,,,,0.585,0,0,0.382,0,0.165,0,0.382,0,0,0.203,0.038,0,0.585,,16870.193,,,,,,1375.719,65.35,,0,,,,,0,,,,28.217,,,,,594.019,,34.65,0.203,729.43,,,,,,0,0,0,,,,,0,,65.35,,,,,1375.719,,,,0,0,,,,,0,0,,2105.149,277673,4.684,729.43,34.65,,,,,,6.415,,,,,135.051,,0.017,,,,,0.36,
GAB,Gabon,2018,,,0,,-7.911,-9.651,-11.981,-2.38,0.507,5.19,,,,,,,0,,,,,0,,,,2.518,0.011,0,1.264,1.142,0.892,0,0.122,0,0.011,0.905,0.002,0,2.169,0.477,8251.09,,,,,,596.572,58.282,36693263561,52.661,,,,,539.033,,,,41.119,,,,,420.894,,41.718,0.905,427.028,,,,,,13.859,0.349,0,,,,,0,,5.621,,,,,57.539,,112.336,53006.592,0,5.19,,,,,0,0.507,,1023.6,2119275,17.486,427.028,41.718,,,,,,0.092,,,,,0.944,,0,,,,,0,
GMB,Gambia,2018,,,,,,,0.672,0.016,0,0,,,,,,,0,,,,,0,,,,0.313,0,0,0.31,0,0,0,0.31,0,0,0.003,0.003,0,0.313,0.607,1049.498,,,,,,135.959,99.01,3939021788,0,,,,,0,,,,0,,,,,0,,0.99,0.003,1.36,,,,,,0,0,0,,,,,0,,99.01,,,,,135.959,,,,0,0,,,,,0,0,,137.319,2280092,2.393,1.36,0.99,,,,,,0.958,,,,,1.316,,0.032,,,,,0.044,
GEO,Georgia,2018,,,,,,,1.999,1.433,0,0,,,,,,,0.082,,,,,2.498,,,,13.06,0,0.01,2.11,2.1,9.95,0,0,0,0,10.03,0,0.08,12.14,1.24,18266.66,,,,,,527.112,17.381,58984799875,17.298,,,,,524.614,,,,81.96,,,,,2485.669,,82.619,10.03,2505.655,,,,,,7.044,0.92,0,,,,,0,,0,,,,,0,,,,0,0,,,,,0,0,,3032.766,4002946,73.12,2505.655,82.619,,,,,,0,,,,,0,,0.659,,,,,19.985,
DEU,Germany,2018,-4.152,-19.037,-13.086,-8.344,0,,-2.512,-96.184,8.014,612.335,4.234,0.877,1.329,32.718,393.602,404,35.922,-3.498,21.614,-29.24,806.69,2744.801,9704.617,439.408,5286.144,586.41,50.9,228.16,334.65,83.59,17.69,76,22.9,0.18,51.08,224.5,45.78,109.95,635.15,0.96,44898.769,-3.702,79.093,-113.478,2951.882,35511.614,4025.893,52.688,3.88596E+12,13.161,-2.152,23.003,-18.878,858.507,1005.601,10327.987,55.418,666.684,2.785,-11.316,1.197,-5.7,44.675,212.814,537.444,47.312,300.5,3615.063,2.266,20.907,17.293,780.305,9387.191,-8.312,-48.74,11.966,-1.001,5.061,-1.91,188.901,914.292,2272.515,3.605,-4.834,34.475,-65.36,1286.683,275.491,15479.01,,,2.165,614.501,-0.589,3.401,-0.752,126.95,0.028,8.042,1527.225,7640.956,83124416,3732.184,2700.771,35.346,3.356,15.846,19.203,591.403,7114.676,7.208,15.521,3.049,15.288,113.791,550.741,1368.921,17.311,3.42,7.322,9.038,273.27,1322.716,3287.485
GHA,Ghana,2018,,,,,,,12.745,10.604,0.146,0.58,,,,,,,0,,,,,0,,,,11.246,0.017,0,5.839,5.839,5.957,0,0,0,0.017,6.007,0.033,0,11.846,0.789,3151.083,,,,,,196.166,49.292,1.18874E+11,49.292,,,,,196.166,,,,50.284,,,,,200.115,,50.708,6.007,201.803,,,,,,-5.335,-0.6,0,,,,,0,,0,,,,,0,,,,0,0.58,,,,,0,0.146,,397.968,29767108,93.799,201.803,50.708,,,,,,0.279,,,,,1.109,,0,,,,,0,
GRC,Greece,2018,-6.403,-3.401,0,,0,,0.005,0.016,0.582,29.461,,,,,,654,32.282,-4.668,16.911,-2.604,53.176,1633.682,5053.68,49.716,4724.847,59.53,0.31,17.19,37.11,14.09,5.74,0,5.83,0,0.31,16.14,3.79,6.3,53.25,1.258,29883.891,-2.026,86.614,-5.631,272.355,25883.757,3526.814,69.69,2.50036E+11,26.46,-2.089,15.012,-1.007,47.206,1339.068,4486.299,,,10.779,44.096,4.54,4.368,14.275,545.511,1356.618,30.31,16.14,1533.893,16.325,12.764,5.632,40.135,3814.302,10.549,6.28,0,,0,0,0,0,0,10.948,-1.161,54.691,-2.02,171.973,554.064,16343.777,,,0,29.461,0.711,0.248,0.006,0.781,0,0.582,74.184,5060.708,10522244,314.446,1533.893,30.31,16.325,12.764,5.632,40.135,3814.302,7.117,-5.587,2.996,-0.557,9.421,360.189,895.362,11.831,13.12,4.98,1.816,15.659,598.732,1488.138
GRL,Greenland,2018,,,,,,,1.968,0.07,0,0,,,,,,,0,,,,,0,,,,0.513,0,0,0.099,0,0.414,0,0.099,0,0,0.414,0,0,0.513,,63842.58,,,,,,1744.895,19.258,,0,,,,,0,,,,80.742,,,,,7315.831,,80.742,0.414,7315.831,,,,,,0,0,0,,,,,0,,19.258,,,,,1744.895,,,,0,0,,,,,0,0,,9060.727,56565,3.611,7315.831,80.742,,,,,,0,,,,,0,,0,,,,,0,
GRD,Grenada,2018,,,,,,,-1.538,-0.02,0,0,,,,,,,0,,,,,0,,,,0.217,0,0,0.214,0,0,0,0.214,0,0,0.003,0.003,0,0.217,,11725.154,,,,,,1920.161,98.393,,0,,,,,0,,,,0,,,,,0,,1.607,0.003,31.36,,,,,,0,0,0,,,,,0,,98.393,,,,,1920.161,,,,0,0,,,,,0,0,,1951.52,111449,1.307,31.36,1.607,,,,,,1.515,,,,,29.565,,0.092,,,,,1.795,
GLP,Guadeloupe,2018,,,,,,,0.672,0.057,4.067,168.837,,,,,,,0,,,,,0,,,,1.66,0.068,0,1.445,0,0,0,1.445,0,0.068,0.215,0.095,0.052,1.66,,21499.367,,,,,,3613.873,87.062,,0,,,,,0,,,,0,,,,,0,,12.938,0.215,537.067,,,,,,0,0,0,,,,,0,,87.062,,,,,3613.873,,,,0,168.837,,,,,0,4.067,,4150.94,399848,8.596,537.067,12.938,,,,,,5.714,,,,,237.18,,3.157,,,,,131.05,
GUM,Guam,2018,,,,,,,0.272,0.02,0,0,,,,,,,0,,,,,0,,,,1.724,0,0,1.656,0,0,0,1.656,0,0,0.068,0.068,0,1.724,,45206.599,,,,,,9989.745,96.058,,0,,,,,0,,,,0,,,,,0,,3.942,0.068,409.978,,,,,,0,0,0,,,,,0,,96.058,,,,,9989.745,,,,0,0,,,,,0,0,,10399.723,165770,7.494,409.978,3.942,,,,,,3.942,,,,,409.978,,0,,,,,0,
GTM,Guatemala,2018,,,,,,,2.667,2.524,19.165,152.251,,,,,,,13.538,,,,,107.55,,,,12.028,2.626,1.855,5.043,0,5.258,0,3.188,0.25,2.876,8.659,0.205,0.32,13.702,0.762,5632.999,,,,,,292.39,36.806,1.2755E+11,0,,,,,0,,,,38.373,,,,,304.843,,63.194,8.659,502.027,,,,,,-13.92,-1.674,0,,,,,0,,23.267,,,,,184.839,,,,14.495,166.745,,,,,1.825,20.99,,794.417,17247856,97.157,502.027,63.194,,,,,,1.496,,,,,11.886,,2.335,,,,,18.553,
GIN,Guinea,2018,,,,,,,-8.747,-1.35,0,0,,,,,,,0,,,,,0,,,,2.132,0,0,1.37,0,0.741,0,1.37,0,0,0.762,0.021,0,2.132,0.74,1134.806,,,,,,110.357,64.258,19045321800,0,,,,,0,,,,34.757,,,,,59.691,,35.742,0.762,61.383,,,,,,0,0,0,,,,,0,,64.258,,,,,110.357,,,,0,0,,,,,0,0,,171.739,12414292,14.088,61.383,35.742,,,,,,0.985,,,,,1.692,,0,,,,,0,
GNB,Guinea-Bissau,2018,,,,,,,0.471,0.006,0,0,,,,,,,0,,,,,0,,,,0.042,0,0,0.04,0,0,0,0.04,0,0,0.002,0.002,0,0.042,0.503,739.262,,,,,,21.341,95.238,2752461977,0,,,,,0,,,,0,,,,,0,,4.762,0.002,1.067,,,,,,0,0,0,,,,,0,,95.238,,,,,21.341,,,,0,0,,,,,0,0,,22.408,1874304,1.386,1.067,4.762,,,,,,4.762,,,,,1.067,,0,,,,,0,
GUY,Guyana,2018,,,,,,,1.503,0.14,0.921,12.837,,,,,,,0,,,,,0,,,,1.086,0.01,0,1.067,0,0,0,1.067,0,0.01,0.019,0.009,0,1.086,,12162.08,,,,,,1369.692,98.257,,0,,,,,0,,,,0,,,,,0,,1.743,0.019,24.294,,,,,,0,0,0,,,,,0,,98.257,,,,,1369.692,,,,0,12.837,,,,,0,0.921,,1393.986,779007,9.474,24.294,1.743,,,,,,0.785,,,,,10.943,,0.037,,,,,0.513,
HTI,Haiti,2018,,,,,,,4.384,0.613,0,0,,,,,,,0,,,,,0,,,,0.993,0,0,0.797,0,0.195,0,0.797,0,0,0.196,0.001,0,0.993,0.783,1312.333,,,,,,71.663,80.262,18653678820,0,,,,,0,,,,19.638,,,,,17.534,,19.738,0.196,17.624,,,,,,0,0,0,,,,,0,,80.262,,,,,71.663,,,,0,0,,,,,0,0,,89.286,11123183,14.597,17.624,19.738,,,,,,0.101,,,,,0.09,,0,,,,,0,
HND,Honduras,2018,,,,,,,11.387,5.737,9.854,95.645,,,,,,,0,,,,,0,,,,9.666,0.917,0,2.94,0.139,3.229,0,2.801,0.297,1.214,6.365,0.993,0.929,9.306,1.237,5853.068,,,,,,306.682,31.597,45382744883,1.496,,,,,14.523,,,,34.703,,,,,336.832,,68.403,6.365,663.923,,,,,,3.725,0.36,0,,,,,0,,30.101,,,,,292.159,,,,30.978,126.623,,,,,3.192,13.046,,970.605,9587523,56.116,663.923,68.403,,,,,,10.671,,,,,103.572,,9.983,,,,,96.897,
HKG,Hong Kong,2018,,,,,,,0.653,2.345,0.265,12.344,,,,,,,0,0,20.179,0,72.968,0,9898.335,,,46.408,0.091,0,34.272,0,0,0,34.272,0,0.091,0.093,0.001,0.001,34.365,0.968,49052.83,0.657,99.937,2.36,361.375,49021.784,4649.113,99.729,3.73683E+11,0,-3.17,8.344,-0.988,30.174,0,4093.141,,,0,,0,0,0,0,0,0.271,0.093,12.616,2.444,0.047,0.004,0.171,23.258,25.95,12.043,0,,0,0,0,0,0,99.729,1.313,71.413,3.348,258.234,4649.113,35030.308,,,0,12.344,2.688,0.046,0.004,0.167,0,0.265,22.651,4661.729,7371728,361.604,12.616,0.271,2.444,0.047,0.004,0.171,23.258,0.003,27.792,0.001,0.001,0.003,0.136,0.371,0.003,-33.475,0,-0.001,0.002,0.136,0.236
HUN,Hungary,2018,-0.928,-0.139,0,,0,,0.704,1.878,7.208,236.93,,,,,,251,14.635,-5.392,9.182,-1.406,24.665,481.071,2540.847,14.785,1523.009,46.26,2.3,4.67,12.41,7.26,0.22,15.73,0.48,0.01,2.31,3.77,0.63,0.61,31.91,1.073,27673.257,0.945,81.132,2.04,217.951,22451.83,1278.393,38.891,2.50426E+11,22.751,-3.138,35.819,-3.117,96.224,747.875,9912.359,,,0.689,0.319,0.205,0.002,0.552,22.663,56.838,61.109,19.5,2008.756,-0.989,18.041,-0.484,48.465,4992.525,31.02,14.35,49.295,-2.836,14.556,-1.142,39.103,1620.396,4028.072,1.504,7.252,36.131,6.563,97.062,49.446,9998.625,,,1.03,237.96,6.52,2.136,0.351,5.739,0.031,7.239,591.166,3287.148,9707502,268.638,388.359,11.814,7.552,3.485,0.657,9.362,964.454,1.974,79.175,0.582,0.691,1.563,64.898,161.041,1.912,-20.389,0.562,-0.386,1.509,62.838,155.408
ISL,Iceland,2018,,,,,,,3.603,2.223,0,0,,,,,,,0,0,2.086,0,1.333,0,3959.866,,,19.82,0,0,0,0,13.81,0,0,6.01,6.01,19.82,0,0,19.82,4.174,189841.17,7.459,22.591,1.002,14.441,42887.77,0,0,15315260539,0,,0,0,0,0,0,,,69.677,-2.324,53.706,-0.817,34.33,41014.279,101956.794,100,19.82,58863.361,2.467,77.09,1.186,49.278,146349.531,0,0,0,,0,0,0,0,0,0,8.281,20.505,1.002,13.107,0,38927.904,,,17849.082,17849.082,15.574,23.367,2.013,14.937,30.323,30.323,44360.563,58863.361,336712,63.922,58863.361,100,2.467,77.09,1.186,49.278,146349.531,0,,0,0,0,0,0,0,-46.648,0.017,-0.009,0.011,0,32.174
IND,India,2018,6.775,225.592,-0.724,-2.004,-2.201,-10.351,6.415,554.872,1.181,11.938,33.98,0.222,5.177,20.414,15.092,,74.915,6.575,56.093,318.541,5163.249,757.559,3817.161,3555.345,2628.444,1366.24,16.148,1024.706,1075.177,50.257,141.331,38.12,0.213,0.414,16.562,254.535,36.331,60.311,1367.832,1.042,6805.087,6.013,91.606,478.233,8432.19,6233.866,794.871,78.604,8.83576E+12,3.674,8.103,6.311,43.544,580.899,37.155,429.455,274.929,203.254,10.332,2.292,3.773,7.781,347.34,104.485,256.786,21.396,292.655,216.358,11.011,8.394,76.64,772.665,571.227,-0.117,-1.592,2.787,3.763,1.054,3.52,97.056,28.182,71.753,0.016,4.516,29.202,116.148,2688.035,0.158,1987.249,459.939,340.03,0.306,12.244,8.659,0.735,5.392,67.662,0.03,1.211,50.022,1011.229,1352642304,9204.848,188.176,18.609,12.136,7.34,73.12,675.609,499.474,2.656,67.647,0.981,36.436,90.297,26.859,66.756,4.409,13.935,1.628,18.334,149.896,44.588,110.817
IDN,Indonesia,2018,20.927,661.493,0.133,0.967,-3.526,-16.798,7.99,165.835,5.016,50.484,44.016,1.564,10.711,35.047,130.933,,55.503,18.602,35.177,123.671,788.476,558.603,2945.699,3822.47,14280.503,270.891,13.513,149.522,220.262,53.533,21.42,0,17.207,13.92,27.433,49.134,0.091,0.19,269.395,0.729,8374.044,7.935,94.959,156.47,2128.485,7951.884,822.884,81.762,3.07546E+12,19.872,3.039,19.866,13.132,445.286,199.997,1663.561,728.017,2719.824,7.951,-10.216,1.866,-4.759,41.822,80.022,156.246,18.238,49.134,183.56,9.036,5.041,9.365,113.002,422.168,0.552,1.496,0,,0,0,0,0,0,6.387,2.248,39.916,19.667,894.721,64.283,3342.624,459.664,1717.274,52.004,102.488,9.091,1.589,2.968,35.616,5.167,10.183,133.057,1006.444,267670560,2241.485,183.56,18.238,9.036,5.041,9.365,113.002,422.168,0.034,-31.59,0.002,-0.023,0.05,0.34,0.186,0.071,,0.021,0.467,0.467,0.71,1.745
IRN,Iran,2018,0,,8.518,182.108,-5.491,-147.747,5.778,173.267,0.008,0.293,,,,,,,0.196,3.818,0.627,0.731,19.886,6.962,243.103,,,287.577,0.024,0.57,268.764,189.979,15.607,6.3,78.216,0,0.024,16.221,0.222,0.368,291.285,2.267,38775.484,6.377,98.503,187.291,3124.353,38194.931,3285.614,92.268,1.399E+12,65.221,7.15,69.238,146.539,2196.116,2322.472,26847.341,2320.146,28363.572,5.358,-34.28,0.893,-14.768,28.312,190.798,346.114,7.732,22.521,275.319,-22.797,1.497,-14.023,47.492,580.584,-1.289,-3.708,2.163,-1.617,0.54,-0.281,17.113,77.017,209.202,26.852,4.609,28.638,40.021,908.348,956.18,11104.486,2543.103,31089.201,0,0.293,-0.585,0.002,0,0.061,0,0.008,0.743,3560.933,81800200,3171.842,198.302,5.569,-31.146,0.958,-13.742,30.379,371.382,0.076,157,0.017,0.337,0.551,2.712,6.74,0.126,90.021,0.046,0.689,1.455,4.499,17.786
IRQ,Iraq,2018,,,4.506,4.559,2.082,53.854,4.813,25.498,0,0,,,,,,,0,,0,0,0,0,0,,,99.443,0,0,75.793,46.422,1.8,0,29.371,0,0,1.857,0.057,0,77.65,1.081,14448.615,4.889,99.018,25.628,549.859,14306.732,1972.054,97.609,5.13593E+11,59.784,27.773,26.292,31.736,146.004,1207.859,3798.878,105.737,2751.169,2.318,-16.958,0.814,-0.923,4.518,46.829,117.545,2.391,1.857,48.312,-2.327,0.982,-0.13,5.454,141.895,21.915,21.793,0,,0,0,0,0,0,37.825,-1.49,72.726,-6.108,403.854,764.195,10507.853,2640.155,68693.917,0,0,,0,0,0,0,0,0,2020.366,38433604,555.312,48.312,2.391,-2.327,0.982,-0.13,5.454,141.895,0.073,553.247,0.169,0.793,0.936,1.483,24.35,0,,0,0,0,0,0
IRL,Ireland,2018,,,,,,,2.211,3.994,2.751,176.396,,,,,,353,6.958,-21.373,8.887,-4.459,16.405,446.179,3404.462,,,30.87,0.85,2.15,20.7,16.02,0.69,0,2.53,0,0.85,10.2,0.02,8.64,30.9,0.587,38309.863,0.538,85.301,0.842,157.468,32678.604,4295.77,66.99,3.14322E+11,51.845,3.819,28.226,1.917,52.105,3324.552,10813.186,,,2.233,-0.227,0.934,-0.004,1.725,143.192,357.997,33.01,10.2,2116.756,14.219,13.731,3.156,25.348,5260.357,-0.097,-0.03,0,,0,0,0,0,0,8.188,3.956,48.188,3.385,88.958,525.039,18460.955,,,0,176.396,15.558,1.142,0.284,2.108,0,2.751,437.557,6412.526,4818694,184.604,2116.756,33.01,14.219,13.731,3.156,25.348,5260.357,0.065,53.306,0.022,0.014,0.041,4.151,8.591,27.961,15.373,11.632,2.861,21.473,1793.017,4456.212
ISR,Israel,2018,,,,,,,0.222,0.669,0.264,20.364,,,,,,,33.479,-5.862,18.118,-3.411,54.781,2587.106,6535.985,,,58.905,0.171,21.684,62.959,41.275,0,0,0,0,0.171,1.809,1.574,0.064,64.768,1.084,36074.367,0.082,98.322,0.245,297.284,35469.009,7511.694,97.207,2.78806E+11,63.728,6.358,34.803,6.291,105.229,4924.588,12554.942,,,0,,0,0,0,0.024,0,2.793,1.809,215.818,9.956,1.657,0.454,5.011,597.895,-9.953,-5.863,0,,0,0,0,0,0,0,-1.883,45.401,-2.635,137.273,0,16378.082,,,0,20.364,4.177,0.149,0.018,0.451,0,0.264,53.85,7727.513,8381507,302.358,215.818,2.793,9.956,1.657,0.454,5.011,597.895,2.43,10.609,1.503,0.436,4.543,187.794,542.06,0.099,-0.663,0.006,0,0.017,7.636,1.985
ITA,Italy,2018,,,-1.59,-0.839,12.921,6.234,0.734,13.298,6.66,315.699,2.36,0.875,0.368,15.979,263.559,249,9.906,-8.344,5.619,-9.337,102.567,469.591,1691.767,,,331.29,19.14,28.47,172.98,128.56,48.79,0,15.95,6.11,25.25,114.41,22.65,17.72,287.39,0.879,30109.778,-1.061,83.542,-16.351,1525.037,25154.306,2853.171,60.19,2.07721E+12,44.734,-3.304,37.916,-23.647,692.141,2120.497,11416.334,51.892,855.918,16.977,41.214,6.647,35.416,121.348,804.753,2001.546,39.81,114.41,1887.104,10.949,16.458,29.648,300.438,4955.496,13.251,43.9,0,,0,0,0,0,0,5.55,2.331,40.008,16.633,730.328,263.083,12046.205,54.477,898.56,100.78,416.479,-1.834,3.439,-1.173,62.776,2.126,8.786,1035.438,4740.275,60627288,1825.474,1887.104,39.81,10.949,16.458,29.648,300.438,4955.496,7.881,-7.615,3.084,-4.641,56.303,373.594,928.68,6.166,-0.728,2.412,-0.323,44.032,292.278,726.274
